,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,is,174,one is,101,first one is,53
1,then,157,first one,56,my first one,25
2,one,131,upside down,42,last one is,20
3,my,87,last one,32,next one is,16
4,first,65,i have,29,my next one,15
5,down,60,my first,27,is upside down,15
6,like,57,third is,27,my last one,13
7,with,49,second is,19,then last one,12
8,i,45,looks like,17,one is upside,7
9,upside,42,my next,17,one is x,6
10,third,39,next one,16,with his head,6
11,in,39,then last,16,one is cat,6
12,last,37,is upside,15,kinda looks like,6
13,it,36,my last,13,my third is,6
14,second,35,boat then,13,my top one,6
15,on,32,got it,11,then my last,5
16,triangle,32,triangle body,11,one is weird,5
17,boat,32,my third,10,is weird looking,5
18,have,31,his head,10,second one is,5
19,turkey,27,my top,9,upside down bird,5
