,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,103,got it,77,got it got,54
1,it,86,it got,54,it got it,49
2,i,19,i got,14,i got it,8
3,with,10,ive got,7,it i got,5
4,boat,10,it i,5,got it i,5
5,then,9,got got,4,okay got it,4
6,that,8,okay got,4,got got it,3
7,like,8,palm tree,3,it ive got,3
8,ive,7,going to,3,got it ive,3
9,tree,7,i think,3,it okay got,2
10,okay,7,it ive,3,duck flying bird,2
11,down,7,hand puppet,3,got it okay,2
12,ram,6,sail boat,2,puppet got it,2
13,to,6,wished it,2,look at that,2
14,its,5,pine tree,2,hand puppet got,2
15,this,5,t rex,2,think i got,2
16,thing,5,flying bird,2,i think i,2
17,bird,4,duck flying,2,okay i think,2
18,because,4,it okay,2,like im going,2
19,fish,4,speed boat,2,im going to,2
