,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,582,i have,304,then i have,55
1,have,320,i got,167,loch ness monster,28
2,then,320,upside down,90,then i got,19
3,got,240,then i,79,an upside down,17
4,like,177,got it,39,okay i have,15
5,down,130,flying bird,34,i have an,14
6,with,126,loch ness,32,got it i,14
7,it,120,looks like,29,i got this,14
8,one,104,ness monster,28,have upside down,11
9,to,101,one is,26,i have upside,11
10,triangle,97,okay i,25,so i got,10
11,upside,93,going to,19,it i have,10
12,is,89,bird with,18,i have dog,9
13,guy,85,an upside,18,third one is,9
14,that,79,got this,18,i have this,9
15,this,76,so i,17,it looks like,9
16,bird,74,okay so,17,i have like,8
17,right,68,ive got,16,on one foot,8
18,on,62,to left,16,i have big,8
19,flying,61,it i,15,i have bridge,8
