,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,93,i have,65,then i have,10
1,have,74,upside down,15,loch ness monster,6
2,then,44,then i,11,sailboat i have,6
3,down,24,got it,6,have upside down,5
4,with,20,going to,6,i have upside,4
5,triangle,19,loch ness,6,going to left,4
6,like,17,to left,6,with two feet,4
7,to,16,ness monster,6,duck with two,4
8,upside,15,sailboat i,6,i have duck,4
9,sailboat,15,have upside,5,i have triangle,4
10,guy,14,triangle guy,5,ram i have,4
11,it,13,flying bird,5,then sideways sailboat,3
12,that,12,i dont,5,with really big,3
13,going,12,looks like,5,bird with really,3
14,right,11,have duck,5,upside down sailboat,3
15,bird,9,with two,5,with piece missing,2
16,got,9,two feet,4,i have an,2
17,looks,8,have triangle,4,i have footprint,2
18,duck,8,ram i,4,flying bird going,2
19,apple,8,duck with,4,square body guy,2
