,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,100,got it,96,got it got,68
1,it,100,it got,69,it got it,68
2,i,26,i got,15,got it i,12
3,then,20,it i,12,i got it,12
4,like,19,one is,12,got it okay,6
5,is,17,okay i,7,okay i got,6
6,one,16,i have,7,first one is,6
7,my,14,first one,6,it okay i,6
8,person,10,it okay,6,it i got,5
9,with,10,last one,4,it i have,5
10,okay,9,triangle body,4,last one is,4
11,have,8,upside down,4,my first one,4
12,triangle,7,person with,4,i think i,3
13,first,6,my first,4,got it my,3
14,on,6,then person,3,person with triangle,3
15,legs,5,with triangle,3,think i got,3
16,two,5,my second,3,it first one,2
17,down,5,it my,3,my second is,2
18,body,5,i think,3,got it first,2
19,upside,4,think i,3,upside down palm,2
