,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,288,i have,146,then i have,44
1,have,155,i got,77,okay i have,14
2,then,147,then i,54,i have this,14
3,got,143,upside down,47,an upside down,12
4,like,87,got it,37,got it got,11
5,down,82,okay i,27,okay i got,11
6,it,79,flying bird,23,got it i,10
7,with,67,looks like,19,it looks like,9
8,this,64,ive got,18,then i got,8
9,bird,58,to left,15,it got it,8
10,okay,52,have this,14,i dont know,8
11,to,50,got this,14,i got this,7
12,flying,50,bird with,13,i have triangle,7
13,upside,47,bird flying,13,i have bird,6
14,triangle,46,it i,13,loch ness monster,6
15,one,40,i dont,12,pointing to left,6
16,that,36,an upside,12,ive got this,6
17,is,36,with two,11,so ive got,5
18,dog,33,it got,11,upside down sailboat,5
19,sailboat,33,sea monster,10,arrow pointing to,5
