,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,86,got it,61,got it got,31
1,it,75,i have,50,it got it,30
2,i,72,it got,31,it i have,14
3,have,50,ive got,21,got it i,13
4,then,39,upside down,17,then i have,8
5,like,27,it i,16,got it ive,6
6,down,25,then i,8,it ive got,6
7,with,24,looks like,8,i dont know,6
8,ive,21,i dont,7,i have weird,5
9,bird,18,dont know,6,i got it,5
10,upside,17,it ive,6,its hind legs,4
11,an,15,bird flying,6,i think i,4
12,of,15,i think,6,think i got,4
13,its,14,flying bird,5,i have an,4
14,guy,13,with like,5,i have it,4
15,on,11,with its,5,on its hind,4
16,boat,11,on its,5,upside down flamingo,4
17,weird,11,have weird,5,i have house,4
18,right,10,i got,5,loch ness monster,4
19,flying,10,have house,4,an upside down,4
