,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,then,369,one is,152,first one is,59
1,one,262,first one,76,my first one,30
2,is,213,upside down,69,last one is,28
3,like,198,got it,62,third one is,25
4,i,146,i got,57,second one is,24
5,got,134,i have,55,okay i have,23
6,with,132,last one,51,then last one,19
7,it,128,second one,42,my last one,17
8,down,116,third one,35,then upside down,17
9,my,107,my first,35,i got it,14
10,first,97,looks like,34,got it got,13
11,its,85,okay i,30,it got it,12
12,triangle,82,then last,23,one is like,12
13,on,77,looking thing,21,left hand corner,11
14,upside,69,kind of,21,dog with square,11
15,in,63,dog with,20,upside down flamingo,11
16,second,60,has like,20,got it i,10
17,have,60,then like,20,then second one,10
18,last,58,it has,18,hand corner then,10
19,okay,56,hand corner,18,loch ness monster,10
