,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,57,got it,55,got it got,39
1,it,55,it got,39,it got it,39
2,then,6,i got,5,i got it,5
3,i,6,okay i,3,okay i got,3
4,triangle,5,it ok,2,got it ok,2
5,boat,4,person holding,2,it okay i,2
6,with,3,then last,2,got it okay,2
7,house,3,it okay,2,person holding triangle,1
8,person,3,candle house,1,kneeling upside down,1
9,shapes,3,it boat,1,upside down sideways,1
10,okay,3,i think,1,down sideways person,1
11,down,3,position got,1,sideways person holding,1
12,on,2,fetal position,1,then fetal position,1
13,holding,2,then fetal,1,holding triangle then,1
14,speedboat,2,triangle then,1,triangle then fetal,1
15,last,2,holding triangle,1,house person kneeling,1
16,its,2,think i,1,fetal position got,1
17,sailboat,2,sideways person,1,position got it,1
18,of,2,down sideways,1,it ok got,1
19,um,2,upside down,1,ok got it,1
