,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,349,got it,278,it got it,163
1,it,300,it got,163,got it got,162
2,i,229,i got,104,got it i,45
3,have,68,i have,61,i got it,43
4,yeah,43,it i,48,think i got,19
5,then,31,yeah i,25,it i got,18
6,that,29,think i,21,yeah i got,15
7,think,27,i think,19,i think i,14
8,down,25,then i,17,it i have,11
9,you,24,upside down,16,it i think,11
10,one,22,it yeah,12,got it yeah,11
11,with,16,got this,10,then i have,9
12,upside,16,have that,9,i got this,9
13,like,16,i dont,8,it yeah i,8
14,on,14,looks like,7,then i got,6
15,dog,13,got that,7,i got that,5
16,to,13,flying bird,5,i have that,5
17,flying,12,it sure,5,so i got,5
18,this,12,so i,5,i have it,4
19,triangle,11,it you,4,i dont know,4
