,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,40,got it,28,got it got,11
1,it,29,it got,11,it got it,10
2,i,24,i got,10,i got you,4
3,then,10,got you,5,got it okay,4
4,okay,9,it okay,4,got it i,3
5,you,8,upside down,4,okay got it,3
6,gotcha,6,it i,3,i hit done,2
7,that,6,got that,3,so i have,2
8,of,5,all right,3,up got it,2
9,thats,5,okay got,3,i got it,2
10,all,5,i have,3,think i got,2
11,shapes,4,hit done,3,i think i,2
12,have,4,then upside,2,shapes got it,2
13,so,4,gotcha gotcha,2,you got it,2
14,upside,4,that one,2,then upside down,2
15,down,4,up got,2,got you got,1
16,boat,4,you got,2,it thats whale,1
17,right,3,so i,2,thats whale of,1
18,up,3,boat then,2,whale of tale,1
19,done,3,was like,2,of tale okay,1
