,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,357,i have,160,then i got,26
1,got,198,i got,136,then i have,24
2,have,178,upside down,60,loch ness monster,17
3,then,165,then i,55,okay i got,10
4,like,108,flying bird,32,okay i have,9
5,with,103,looks like,32,that looks like,8
6,down,93,ive got,28,one looks like,8
7,one,67,okay i,21,lady in dress,8
8,upside,60,all right,19,all right i,8
9,bird,54,one is,18,with two feet,7
10,is,51,loch ness,18,right i have,7
11,that,50,ness monster,17,an upside down,7
12,triangle,49,with two,15,flying bird i,6
13,you,48,christmas tree,15,i have flying,6
14,an,46,got it,14,second one is,5
15,it,46,speed boat,14,i got an,5
16,in,45,bird with,14,mess of shapes,5
17,to,44,last one,13,i got it,5
18,person,43,in dress,11,got an upside,5
19,flying,42,i dont,11,i got this,5
