,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,78,i have,66,got it got,16
1,have,69,got it,33,it got it,15
2,got,49,it got,16,then i have,10
3,it,40,upside down,12,it i have,9
4,then,40,ive got,10,got it i,9
5,with,37,then i,10,loch ness monster,6
6,down,22,it i,9,i have guy,6
7,guy,21,looks like,8,i have boat,4
8,sideways,17,loch ness,6,i have i,4
9,like,16,ness monster,6,i have dog,4
10,thing,14,fish swimming,6,fish swimming down,4
11,square,13,have guy,6,bird with tail,4
12,facing,13,bird with,5,okay i have,4
13,triangle,12,okay i,5,got it ive,4
14,up,12,this weird,5,feet are facing,3
15,upside,12,triangle square,5,facing right then,3
16,dog,11,kind of,5,kind of looks,3
17,bird,11,weird shape,5,with its mouth,3
18,weird,11,facing right,5,of looks like,3
19,his,11,swimming down,4,an upside down,3
