,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,it,112,got it,89,got it got,43
1,got,106,it got,43,it got it,41
2,then,69,i got,21,got it yep,14
3,like,60,one is,14,yep got it,13
4,i,42,it yep,14,i got it,12
5,one,38,yep got,14,got it i,12
6,yep,21,upside down,14,it yep got,10
7,is,20,it i,13,it has like,6
8,down,19,second one,9,it i got,6
9,with,19,has like,9,it i have,6
10,triangle,18,i have,9,looks like an,4
11,of,18,it has,8,third one is,4
12,its,17,looks like,8,of looks like,4
13,upside,14,third one,8,kind of looks,4
14,my,13,kind of,7,then upside down,4
15,in,13,with two,6,gotcha got it,4
16,has,12,its like,6,got it ok,4
17,right,12,like triangle,5,then last one,3
18,top,11,one its,5,second one is,3
19,square,11,last one,5,my third one,3
