,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,i,174,i have,99,got it i,16
1,have,100,i got,46,it i have,8
2,got,98,got it,34,it i got,7
3,then,67,upside down,21,i dont know,6
4,it,56,it i,18,it looks like,6
5,down,39,looks like,17,i got it,5
6,with,35,flying bird,12,got it got,5
7,like,30,i dont,8,alright i have,4
8,one,29,then i,8,dont know what,4
9,guy,25,got dog,6,to my house,4
10,is,23,guy with,6,then i got,4
11,that,23,first one,6,think i got,4
12,triangle,22,dont know,6,i have weird,4
13,flamingo,21,arrow thingy,6,it got it,4
14,to,21,it looks,6,loch ness monster,4
15,upside,21,third one,6,what was first,4
16,house,21,with his,6,was first one,4
17,dog,20,laying down,6,coming to my,3
18,flying,20,i think,5,have house thingy,3
19,first,19,guy running,5,i think i,3
