,1-Gram,Occurence,2-Gram,Occurence,3-Gram,Occurence
0,got,45,got it,45,it got it,25
1,it,45,it got,25,got it got,25
2,then,13,upside down,6,i got it,4
3,with,9,i got,4,got it okay,3
4,house,9,okay i,3,okay i got,3
5,down,8,it okay,3,it okay i,2
6,triangle,7,then last,2,upside down boat,2
7,on,7,last one,2,with two triangles,2
8,boat,7,fat whale,2,got it speedboat,2
9,upside,6,it speedboat,2,triangle body running,2
10,sailboat,5,with tall,2,looks like theyre,1
11,person,5,two triangles,2,person looks like,1
12,okay,5,on its,2,hind legs person,1
13,bird,4,house with,2,legs person looks,1
14,one,4,with two,2,theyre skipping holding,1
15,i,4,then boat,2,its hind legs,1
16,in,3,person holding,2,on its hind,1
17,its,3,fetal position,2,dog on its,1
18,speedboat,3,triangle body,2,boat dog on,1
19,last,3,body running,2,then boat dog,1
